# colnew col2        
  1.9    0.0         
  1.915  0.0         
  1.927  0.0         
  1.934  2.0E-4      
  1.939  5.0E-4      
  1.948  0.0054000001
  1.957  0.0119000003
  1.962  0.0197000001
  1.969  0.0421999991
  1.976  0.0873000026
  1.981  0.1527999938
  1.989  0.2481999993
  1.99   0.190200001 
  1.998  0.2338999957
  2.008  0.2946000099
  2.014  0.3982000053
  2.019  0.3366000056
  2.028  0.6207000017
  2.037  0.7649999857
  2.045  0.7463999987
  2.061  0.6251000166
  2.072  0.7254999876
  2.075  0.6894999743
  2.082  0.787899971 
  2.089  0.8180999756
  2.099  0.8227999806
  2.106  0.8633000255
  2.113  0.8777999878
  2.12   0.8549000025
  2.124  0.8952999711
  2.138  0.918900013 
  2.145  0.9268000126
  2.155  0.926699996 
  2.169  0.9009000063
  2.176  0.9228000045
  2.185  0.8428000212
  2.197  0.945900023 
  2.208  0.9804000258
  2.213  0.9879000187
  2.218  0.9847999811
  2.232  0.9646999836
  2.237  0.9815999866
  2.248  0.9833999872
  2.256  0.9613000154
  2.26   0.9792000055
  2.263  1.0         
  2.265  0.9631999731
  2.27   0.9811999798
  2.272  0.9681000113
  2.276  0.9108999968
  2.277  0.9821000099
  2.281  0.8895999789
  2.284  0.8917999864
  2.286  0.9423999786
  2.291  0.8403999805
  2.293  0.8041999936
  2.295  0.7077000141
  2.297  0.6575999856
  2.299  0.5606999993
  2.306  0.4436999857
  2.311  0.3481999934
  2.316  0.2301999927
  2.32   0.1625999957
  2.325  0.1360000074
  2.328  0.0921000019
  2.335  0.0623999983
  2.339  0.0430999994
  2.344  0.0340000018
  2.346  0.0309999995
  2.352  0.0118000004
  2.361  0.0068000001
  2.363  7.0E-4      
  2.37   0.003       
  2.375  0.0020999999
  2.384  4.0E-4      
  2.399  0.0         
